,FMID,MarketName,Website,Facebook,Twitter,Youtube,street,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Season1 Start Date,Season1 End Date,Season2 Start Date,Season2 End Date,Season3 Start Date,Season3 End Date,Season4 Start Date,Season4 End Date,Season1Time Mon,Season1Time Tue,Season1Time Wed,Season1Time Thu,Season1Time Fri,Season1Time Sat,Season1Time Sun,Season2Time Mon,Season2Time Tue,Season2Time Wed,Season2Time Thu,Season2Time Fri,Season2Time Sat,Season2Time Sun,Season3Time Mon,Season3Time Tue,Season3Time Wed,Season3Time Thu,Season3Time Fri,Season3Time Sat,Season3Time Sun,Season4Time Mon,Season4Time Tue,Season4Time Wed,Season4Time Thu,Season4Time Fri,Season4Time Sat,Season4Time Sun
7816,1003076,Tomahawk Main Street Farmers' Market,http://www.tomahawkmainstreet.org,,,,North 3rd Street,Tomahawk,Lincoln,Wisconsin,54487,-89.730751,45.471146000000005,Y,Y,Y,Y,Y,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,5/13/2014 11:22:24 AM,06/03/2014,10/07/2014,,,,,,,,9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
7817,1003812,"Tomahawk, Wisconsin Original Farmers' Market",,,,,Washington Park between 4th and 5th Streets,Tomahawk,Lincoln,Wisconsin,54487,-89.7285,45.471401,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/25/2011 8:05:19 PM,06/01/2011 8:05:19 PM,10/01/2011 8:05:19 PM,,,,,,,,,,7:30 am - 1:00 pm,,,,,,,,,,,,,,,,,,,,,,,,
7818,1009195,Tomball Farmers Market ,http://www.tomballfarmersmarket.org/,,,,14090 FM 2920 Rd.Suite G163,Tomball,,Texas,77377,-95.60949699999999,30.0028,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7819,1000078,Tompinks Square Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,E 7 St. & Ave A,New York,New York,New York,10009,-73.983536,40.726055,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/2013 3:36:16 PM,01/01/2013,12/31/2013,,,,,,,,,,,,,9:00 AM-6:00 PM,,,,,,,,,,,,,,,,,,,,,
7820,1004148,Toms River Farmers Market,http://www.downtowntomsriver.com,,,,East Water Street,Toms River,Ocean,New Jersey,08753,-74.197502,39.951199,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/9/2011 11:17:18 AM,06/01/2011 11:17:18 AM,10/01/2011 11:17:18 AM,,,,,,,,,11:00 am - 5:00 pm,,,,,,,,,,,,,,,,,,,,,,,,,
7821,1009385,Tonasket Farmers Market ,http://www.tonasketfarmersmarket.com/,,,,U.S. 97 & N Western Ave,Tonasket,,Washington,98855,-119.436,48.710602,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822,1000224,Topanga Canyon Certified Farmer's Market,,,,,120 S. Topanga Canyon Blvd,Topanga,Los Angeles,California,90290,-118.605,34.090599,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/17/2013 1:32:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7823,1007623,Topsfield Farmers Market,,,,,207 Boston Street,Topsfield,,Massachusetts,01983,-70.945297,42.629601,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7824,1006481,"Torrance Certified Farmers' Market -Tuesday and saturday- 2200 Crenshaw Blvd Torrance,Ca.90501",,,,,2200 Crenshaw Blvd,Torrance,Los Angeles,California,90501,-118.32845,33.824944,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,4/26/2012 1:51:12 PM,01/01/2012 1:51:12 PM,12/01/2012 1:51:12 PM,,,,,,,,8:00 AM - 1:00 PM,,,,8:00 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,
7825,1010207,Torrington Farmer's Market,,,,,Main Street between 21st and 22nd,Torrington,Goshen,Wyoming,82240,-104.18439000000001,42.065369,N,N,N,N,N,,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,5/23/2014 12:19:18 AM,07/19/2014,09/27/2014,,,,,,,,,,,,7:30 AM-10:30 AM,,,,,,,,,,,,,,,,,,,,,,
7826,1007437,Torrington Farmers Market,,,,,"Staples Plaza, South Main Street",Torrington,Litchfield,Connecticut,06790,-73.115402,41.814701,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7827,1010205,Torrington Farmers Market,,,,,4516 US Hwy 26/85,Torrington,Goshen,Wyoming,82240,-104.2235,42.079597,Y,N,N,N,N,,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,3/23/2015 7:23:55 PM,07/16/2015,10/01/2015,,,,,,,,,,3:00 PM-8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
7828,1019860,Tosa Farmers Market,https://www.tosafarmersmarket.com,https://www.facebook.com/TosaFarmersMarket/,https://twitter.com/tosafarmmarket?lang=en,,7720 Harwood Avenue,Wauwatosa,Milwaukee,Wisconsin,53213,-88.008347,43.048823999999996,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,5/13/2020 6:13:47 AM,05/30/2020,10/17/2020,,,,,,,,,,,,8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
7829,1008394,Tower District Farmers Market,,,,,1201 N. Van Ness Avenue,Fresno ,Fresno,California,93728,-119.79916000000001,36.757912,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/24/2013 10:20:53 PM,01/01/2013,12/31/2013,,,,,,,,7:00 AM-2:30 PM,,7:00 AM-2:30 PM,,7:00 AM-2:30 PM,,,,,,,,,,,,,,,,,,,,,,
7830,1003993,Tower Grove Farmers' Market,http://www.tgmarket.org,,,,4256 Magnolia Ave,St Louis,St. Louis City,Missouri,63110,-90.259201,38.606602,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/28/2011 9:56:57 PM,05/01/2011 9:56:57 PM,11/01/2011 9:56:57 PM,,,,,,,,,,,,8:30 am - 12:30 pm,,,,,,,,,,,,,,,,,,,,,,
7831,1009268,Tower Island Chute Farmer's Market ,,https://www.facebook.com/pages/Tower-Island-Chute-Farmers-Market/610131779002598,,, 269 Ragweed Ln,Grand Tower,,Illinois,62942,-89.483299,37.6087,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7832,1002152,Tower View Market,http://www.towerviewmarket.com,,,,215 NE Duval Street,Live Oak,Suwannee,Florida,32060,-82.98136099999999,30.297165000000003,N,Y,Y,Y,N,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/8/2012 10:46:02 AM,01/01/2012 10:46:02 AM,12/01/2012 10:46:02 AM,,,,,,,,8:00 AM - 12:00 PM,,,12:00 PM - 6:00 PM,,,,,,,,,,,,,,,,,,,,,,,
7833,1008108,Town Center Sunday Farmers' Market,http://www.eldoradofarmersmarket.com,,,,Town Center Blvd.,El Dorado Hills,El Dorado,California,95762,-121.06591,38.65081,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,3/21/2014 5:40:31 PM,05/18/2014,10/26/2014,,,,,,,,,,,,,8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,
7834,1006682,Town of Babylon Farmers Market,,,,,Great Neck Rd. & Oak St.,Copiague,Suffolk,New York,11726,-73.3993,40.679901,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7835,1006616,Town of Candor Farmers Market,,,,,Farmers Market Road off Hwy 211,Candor,Montgomery,North Carolina,27229,-79.782898,35.273201,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836,1003960,Town of English Farmers Market,,,,,Town  Hall  Indiana Ave,English,Crawford,Indiana,47118,-86.443176,38.352160999999995,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/30/2012 12:34:43,06/01/2012 12:34:43,08/01/2012 12:34:43,,,,,,,,,,,,8:30 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,
7837,1000200,Town of Gate City Farmer's Market,http://www.townofgatecity.com/,,,,156 East Jackson Street,Gate City,,Virginia,24251,-82.579102,36.639198,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7838,1005639,Town of Greenwood Farmers Market,http://www.greenwoodla.org,https://www.facebook.com/pages/Greenwood-Farmers-Market/244128805061,,,6978 Howell Street,Greenwood/LA,Caddo,Louisiana,71033,-93.974457,32.443909000000005,Y,N,N,Y,Y,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,3/31/2014 5:07:06 PM,06/07/2014,08/30/2014,,,,,,,,,,,,8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
7839,1001804,Town of Halifax Farmers Market,http://www.townofhalifax.com,https://www.facebook.com/pages/Town-of-Halifax-Farmers-Market/129973857024452,,,209 South Main Street,Halifax,Halifax,Virginia,24558,-78.92836,36.763168,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,7/14/2016 9:24:32 AM,01/01/2016,12/31/2016,,,,,,,,,,,,8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
7840,1010794,Town of Hamilton Farmers Market,http://www.town-of-hamilton.com/,https://www.facebook.com/townofhamiltonNC,,,114 N. Front Street,Hamilton,Martin,North Carolina,27840,-77.208855,35.943985,Y,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,7/2/2015 6:03:28 PM,07/04/2015,12/31/2015,,,,,,,,,,,,10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,
7841,1019393,Town of Hillsville Farmers Market,https://hillsvillefarmersm.wixsite.com/mysite ,www.facebook.com/townofhillsvillefarmersmarket/,,,410 N. Main Street,Hillsville,Carroll,Virginia,24343,-80.736198,36.766220000000004,Y,N,N,N,N,,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,2/17/2019 11:39:59 AM,05/30/2019,10/10/2019,,,,,,,,,,3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
7842,1003415,Town of Lexington Farmers Market,http://www.lexsc.com/fm_index.htm,,,,205 E. Main St. ,Lexington,Lexington,South Carolina,29072,-81.235123,33.980465,Y,N,N,N,N,,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,5/21/2014 11:53:32 AM,06/07/2014,09/27/2014,,,,,,,,,,,,9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
7843,1009363,Town of Lyman Farmers Market,,,,,59 Groce Road,Lyman,,South Carolina,29365,-82.123802,34.949298999999996,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7844,1004745,Town Of Mancos Farmers' Market,http://www.mancoscolorado.com,,,,117 N. Main,Mancos,Montezuma,Colorado,,-108.289,37.3451,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845,1008198,Town of Pendleton Farmers Market,http://www.pendletonfm.com,https://www.facebook.com/pages/Town-of-Pendleton-Farmers-Market/112370042114887,,,6570 Campbell Blvd.,Pendleton,Niagara,New York,14094,-78.774628,43.107704,Y,N,N,N,Y,,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,4/22/2014 2:04:05 PM,06/05/2014,10/16/2014,,,,,,,,,,3:00 PM-7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,
7846,1012096,Town of Unicoi Farmers' Market,http://www.unicoitn.net/farmers-market,https://www.facebook.com/townofunicoitn/,,,106 Unicoi Village Place,Unicoi,Unicoi,Tennessee,37692,-82.350708,36.207771,Y,N,N,N,N,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,6/29/2016 9:52:48 AM,06/17/2016,10/28/2016,,,,,,,,,,,8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,
7847,1019213,Town of Wadley Farmers Market,,https://www.facebook.com/wadleyfarmersmarket/,,,Main Street,Wadley,Randolph,Alabama,36276,-85.573051,33.123402,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,8/6/2018 9:48:24 AM,05/08/2018,08/28/2018,,,,,,,,8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
7848,1000563,"Town of West Point, Virginia",http://www.west-point.va.us,,,,1000 Chelsea Road ,West Point,King William,Virginia,23181,-76.793869,37.538998,Y,N,N,N,N,,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/19/2015 2:29:18 PM,06/06/2015,,,,,,,,,,,,,8:30 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
7849,1005071,Town Square Farmers Market,,,,,3rd St. & Demers,Grand Forks,Grand Forks,North Dakota,58201,-97.030502,47.925301,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,1000411,Towns County Farmers Market,,https://www.facebook.com/TownsCountyFarmersMarket,,,Hwy 76 West,Hiawassee,Towns,Georgia,30546,-83.771332,34.963226,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/13/2014 10:10:40 PM,06/01/2013,10/31/2013,,,,,,,,,,,5:30 PM-7:30 PM,9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
7851,1006324,Townshend Farmers Market,,,,,6573 Route 30,West Townshend,Windham,Vermont,05359,-72.71171600000001,43.084255,N,Y,N,Y,N,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,5/5/2014 11:01:23 PM,06/06/2014,10/10/2014,,,,,,,,,,,4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,
7852,1018806,Towson Farmers' Market,http://www.towsonchamber.com/towson-farmers-market/,@TowsonFarmersMarket,,,Allegheny Avenue,Towson,Baltimore,Maryland,21204,-76.603874,39.401749,Y,N,N,N,N,,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,8/8/2017 2:22:03 PM,06/08/2017,11/16/2017,,,,,,,,,,11:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
7853,1000728,Tracy Kaiser CFM,http://www.stocktonfarmersmarket.org,,,,Kaiser Parking Lot,Tracy,San Joaquin,California,,-121.456,37.755299,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7854,1001417,Tracy Wednesday CFM,,,,,333 Civic Center Plaza,Tracy,San Joaquin,California,,-121.419,37.737801,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855,1001984,Transylvania Tailgate Association,,,,,190 E. Main Street,Brevard,Transylvania,North Carolina,28712,-82.731903,35.231998,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/5/2011 4:26:49 PM,04/01/2011 4:26:49 PM,12/01/2011 4:26:49 PM,,,,,,,,,,,,8:00 am - 12:00 pm,,,,,,,,,,,,,,,,,,,,,,
7856,1001903,Trapper Creek Farmers Market,,,,,Post Office parking lot,Trapper Creek,,Alaska,99683,-166.53999,53.874802,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,1006729,TRAVELERS REST COMMUNITY FARMERS MARKET,http://www.trfarmersmarket.com,,,,1 Center Street,Travelers Rest,Greenville,South Carolina,29690,-82.443665,34.967636,N,N,N,N,N,,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/29/2012 9:56:32 AM,05/01/2012 9:56:32 AM,09/01/2012 9:56:32 AM,,,,,,,,,,,,9:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,,
7858,1009564,Travelers Rest Farmers Market,http://www.travelersrestfarmersmarket.com/,https://www.facebook.com/TravelersRestFarmersMarket,,,115 Wilhelm Winter Street,Travelers Rest,,South Carolina,29690,-82.444397,34.954899,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7859,1010767,Traverse Bay Farms Farmers Market,http://www.traversebayfarms.com,https://www.facebook.com/TraverseBayFarms,,,7053 M-88 South,Bellaire,Antrim,Michigan,49615,-85.192337,44.931633000000005,Y,N,N,N,N,,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,1/9/2015 11:04:45 AM,01/01/2015,12/31/2015,,,,,,,8:30 AM-2:30 PM,8:30 AM-2:30 PM,8:30 AM-2:30 PM,8:30 AM-2:30 PM,8:30 AM-2:30 PM,,,,,,,,,,,,,,,,,,,,,,,
7860,1019638,Treasure Lake Farmers Market and Artisan Faire,,,,,95 Coral Reef,DuBois,Clearfield,Pennsylvania,15801,-78.70500200000001,41.201813,Y,N,N,N,N,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,7/24/2019 9:11:25 AM,05/09/2020,10/10/2020,,,,,,,,,,,,10:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,
7861,1003074,Tremont Farmers' Market,http://www.tremontfarmersmarket.com,,,,Lincoln Park West 14th Street between Starkweather Avenue and Kenilworth Avenue,Cleveland,Cuyahoga,Ohio,44113,-81.690903,41.478359000000005,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,3/19/2015 12:52:23,04/21/2015,10/06/2015,,,,,,,,4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
7862,1003213,Trenton Farmers Market,,,,,"Veterans Park, Downtown",Trenton,Dade,Georgia,30752,-85.50954399999999,34.874893,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/5/2012 8:53:35 AM,05/01/2012 8:53:35 AM,11/01/2012 8:53:35 AM,,,,,,,,,,,,9:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,,
7863,1005287,Trenton Farmers' Market,http://www.sites.google.com/site/trentonfarmersmarket/Home,,,,Route 365,Holland Patent,Oneida,New York,13354,-75.25660699999999,43.240639,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,5/12/2014 7:54:39 PM,06/21/2014,10/11/2014,,,,,,,,,,,,9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
7864,1006810,Trenton Farmers' Market,,,,,Grundy County Fairgrounds in Trenton MO,Trenton,Grundy,Missouri,64683,-93.51329799999999,40.069599,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7865,1009548,Tri-City Tailgate Farmers' Market ,,https://www.facebook.com/pages/Tri-City-Tailgate-Farmers-Market/114283548606393,,," Tri-City Mall, beside Retro Cinema",Forest City,,North Carolina,28043,-81.86509699999999,35.334,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7866,2000033,Tri-CommunityMobileFarmersMarket,https://www.facebook.com/groups/419868484808209/,https://www.facebook.com/groups/419868484808209/,,,,,,New Mexico,,,,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867,1001096,Tri-County Farmers Market,,,,,,Culpeper,,Virginia,,-78.031998,38.442902000000004,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7868,1007188,Tri-County Farmers Market Association,,,,,100 West Main,San Antonio,Bexar County,Texas,,-98.493797,29.4256,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7869,1006096,Tri-State Farmers Market,,,,,Methodist Church,Tazewell,Claiborne,Tennessee,37879,-83.5532,36.4678,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870,1007785,Tri-Town Farmers Market,http://www.rochesterfarmersmarket.org,,,,"Route 6, Old Rochester Regional High School, Mattapoisett",Mattapoisett,Plymouth,Massachusetts,02739,-70.776398,41.672798,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 16 2010 12:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7871,1000079,Tribeca Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,Greenwich & Chambers,New York,New York,New York,10007,-74.010994,40.716301,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/2013 3:32:25 PM,01/01/2013,12/31/2013,,,,,,,,,8:00 AM-3:00 PM,,,8:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,
7872,1011604,Tricycle Gardens Four Season Farmers' Market,http://tricyclegardens.org,facebook.com/tricyclegardens,@tricyclegardens,," 31st Street Baptist Church, 823 North 31st Street",Richmond,Richmond,Virginia,23223,-77.40827900000001,37.533218,Y,N,N,N,Y,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,8/3/2015 3:20:23 PM,,,,,,,,,,,,4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
7873,1004959,TRILOGY @ VISTANCIA COUNTRY CLUB PEORIA MARKET,http://www.azfarmersmarkets.us,,,,27980 N Trilogy Blvd,Peoria,Maricopa,Arizona,85383,-112.33572,33.744068,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/4/2014 9:54:50 AM,10/26/2013,05/24/2014,,,,,,,,,,,,10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,
7874,1004523,Trinidad CFM,,,,,View & Main Streets,Trinidad,Humboldt,California,95570,-124.141,41.061298,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7875,1012217,Trinidad Community Farmers Market ,http://Trinidadfarmersmarket.com,Trinidad Community Farmers Market ,,,"Cimino Park , Modica Drive and Convent St ",Trinidad,Las Animas,Colorado,81082,-104.50476,37.165695,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,7/4/2016 7:22:22 PM,06/01/2016,10/15/2016,,,,,,,,,,,,8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
7876,1005385,Trinity 7th St. Moline Farmers Market,http://www.growersmarkets.com,,,,500 John Deere Rd.,Moline,Piatt,Illinois,61265,-89.203796,40.063999,N,N,Y,Y,N,,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,1/18/2012 4:20:13 PM,05/01/2012 4:20:13 PM,10/01/2012 4:20:13 PM,,,,,,,,,,,,8:00 am - 12:00 pm,,,,,,,,,,,,,,,,,,,,,,
